latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
21.245,76.7676,321.2,1.1,1.1,2000-12-02,0557,Terra,MODIS,63,6.2,302.4,13.6,D,0
21.2416,76.789,322,1.1,1.1,2000-12-02,0557,Terra,MODIS,71,6.2,302.5,14.4,D,0
21.5906,74.3102,320.6,1,1,2000-12-02,0557,Terra,MODIS,66,6.2,303.8,9.9,D,0
21.6182,73.9914,316.5,1,1,2000-12-02,0557,Terra,MODIS,45,6.2,304.8,6.4,D,0
21.6168,74.0008,317.5,1,1,2000-12-02,0557,Terra,MODIS,50,6.2,306.8,6.7,D,0
21.6037,72.978,317,1.1,1,2000-12-02,0557,Terra,MODIS,54,6.2,303.1,8.5,D,0
21.2179,75.147,315,1,1,2000-12-02,0557,Terra,MODIS,29,6.2,304.9,4.7,D,0
21.0585,76.0096,317.7,1.1,1,2000-12-02,0557,Terra,MODIS,47,6.2,304.9,8,D,0
21.0649,73.2125,314.4,1,1,2000-12-02,0557,Terra,MODIS,28,6.2,303.8,5.7,D,0
21.0635,73.2225,326.8,1,1,2000-12-02,0557,Terra,MODIS,77,6.2,303.7,18.6,D,0
20.6711,75.5278,319.8,1,1,2000-12-02,0557,Terra,MODIS,61,6.2,306.7,6.5,D,0
20.6621,75.5263,321.3,1,1,2000-12-02,0557,Terra,MODIS,65,6.2,308.6,8,D,0
20.9787,73.3041,316.8,1,1,2000-12-02,0557,Terra,MODIS,57,6.2,303.7,7.5,D,0
20.9773,73.3139,316,1,1,2000-12-02,0557,Terra,MODIS,53,6.2,304.2,6.8,D,0
19.9089,73.5151,317.3,1,1,2000-12-02,0557,Terra,MODIS,62,6.2,301.9,8.4,D,0
19.9076,73.5247,318.9,1,1,2000-12-02,0557,Terra,MODIS,66,6.2,303.5,9.9,D,0
19.7403,73.5346,317.6,1,1,2000-12-02,0557,Terra,MODIS,64,6.2,300.3,9.3,D,0
19.739,73.5441,314.7,1,1,2000-12-02,0557,Terra,MODIS,51,6.2,302.5,6.5,D,0
19.4239,75.053,314.1,1,1,2000-12-02,0557,Terra,MODIS,51,6.2,302.4,6.1,D,0
18.3906,80.471,316.9,2.2,1.4,2000-12-02,0557,Terra,MODIS,0,6.2,301.3,24.9,D,0
18.6573,73.8195,325.7,1,1,2000-12-02,0557,Terra,MODIS,76,6.2,300.4,14.3,D,0
18.6484,73.8181,320.6,1,1,2000-12-02,0557,Terra,MODIS,68,6.2,300.2,9.3,D,0
18.7035,73.0553,319.6,1,1,2000-12-02,0557,Terra,MODIS,67,6.2,304.1,7.8,D,0
18.7021,73.0649,317.8,1,1,2000-12-02,0557,Terra,MODIS,56,6.2,303.7,6.6,D,0
18.019,75.0069,317.8,1,1,2000-12-02,0558,Terra,MODIS,64,6.2,300.5,7.8,D,0
18.0176,75.0166,315.4,1,1,2000-12-02,0558,Terra,MODIS,56,6.2,300.8,5.9,D,0
17.6311,73.4669,316.8,1,1,2000-12-02,0558,Terra,MODIS,55,6.2,302.3,6.3,D,0
13.0748,74.7984,312.9,1.1,1.1,2000-12-02,0559,Terra,MODIS,41,6.2,296.2,4.8,D,0
22.7925,86.2016,300.1,1.1,1,2000-12-02,1652,Terra,MODIS,15,6.2,289.6,6,N,0
22.333,82.568,302.9,1.1,1,2000-12-02,1652,Terra,MODIS,52,6.2,287.1,7.4,N,0
25.3853,91.3576,309.7,1.1,1,2000-12-03,0500,Terra,MODIS,69,6.2,295.2,8.5,D,0
25.3142,87.649,308.3,1.1,1,2000-12-03,0500,Terra,MODIS,0,6.2,298.2,6.1,D,0
15.2756,75.0947,302.5,1,1,2000-12-03,1733,Terra,MODIS,50,6.2,290.6,4.6,N,0
15.2743,75.0855,309.1,1,1,2000-12-03,1733,Terra,MODIS,76,6.2,290.6,8.7,N,0
15.4417,74.8401,302.3,1,1,2000-12-03,1733,Terra,MODIS,48,6.2,289.5,4.8,N,0
16.5639,74.5754,328.3,1,1,2000-12-03,1733,Terra,MODIS,100,6.2,290.7,27.2,N,0
16.5626,74.5661,312.7,1,1,2000-12-03,1733,Terra,MODIS,85,6.2,290.1,11.8,N,0
16.6354,74.8202,303.4,1,1,2000-12-03,1733,Terra,MODIS,55,6.2,290.6,5.3,N,0
16.8618,74.4722,303.6,1,1,2000-12-03,1733,Terra,MODIS,56,6.2,289.8,6,N,0
16.9447,74.4718,301.3,1,1,2000-12-03,1733,Terra,MODIS,40,6.2,289.4,4.8,N,0
17.5938,74.119,300.6,1,1,2000-12-03,1733,Terra,MODIS,30,6.2,288.8,4.9,N,0
18.1164,74.426,301.1,1,1,2000-12-03,1734,Terra,MODIS,37,6.2,287.7,5.3,N,0
18.4921,74.8077,300.9,1,1,2000-12-03,1734,Terra,MODIS,35,6.2,290.2,4.5,N,0
19.2291,73.2094,319.6,1,1,2000-12-03,1734,Terra,MODIS,99,6.2,291.7,18.4,N,0
19.2277,73.1997,301.9,1,1,2000-12-03,1734,Terra,MODIS,45,6.2,291.4,4.7,N,0
21.5091,72.9877,315.4,1,1,2000-12-03,1735,Terra,MODIS,91,6.2,286.9,16,N,0
21.5815,72.9793,300.9,1,1,2000-12-03,1735,Terra,MODIS,35,6.2,286.3,6.1,N,0
21.9085,72.7594,307.4,1,1,2000-12-03,1735,Terra,MODIS,71,6.2,287.7,10.3,N,2
21.907,72.7496,304.1,1,1,2000-12-03,1735,Terra,MODIS,58,6.2,286.4,8.1,N,2
31.0398,77.8327,305.1,1.1,1,2000-12-04,0542,Terra,MODIS,29,6.2,291.4,6.5,D,0
31.0381,77.846,313.1,1.1,1,2000-12-04,0542,Terra,MODIS,67,6.2,294.5,13.2,D,0
31.1026,75.9776,306.8,1.4,1.2,2000-12-04,0542,Terra,MODIS,59,6.2,295.7,5.9,D,0
30.9984,76.3623,306.2,1.3,1.1,2000-12-04,0542,Terra,MODIS,58,6.2,295.5,6.1,D,0
30.3482,77.0394,308.4,1.2,1.1,2000-12-04,0542,Terra,MODIS,63,6.2,295.4,6.3,D,0
29.7037,77.591,305.5,1.1,1,2000-12-04,0542,Terra,MODIS,54,6.2,293.8,5.6,D,0
28.9396,79.5114,305.4,1,1,2000-12-04,0542,Terra,MODIS,55,6.2,294.4,4.1,D,0
29.1063,77.725,305.9,1.1,1,2000-12-04,0542,Terra,MODIS,46,6.2,294.4,5.1,D,0
29.0757,77.7422,306.3,1.1,1,2000-12-04,0542,Terra,MODIS,48,6.2,295.2,4.8,D,0
28.9876,77.3765,306.5,1.1,1,2000-12-04,0542,Terra,MODIS,41,6.2,296,4.8,D,0
28.6696,76.9989,309.5,1.1,1.1,2000-12-04,0542,Terra,MODIS,43,6.2,298,5.1,D,0
28.085,80.5851,308.6,1,1,2000-12-04,0542,Terra,MODIS,60,6.2,296,6.2,D,0
28.1439,80.0804,308,1,1,2000-12-04,0542,Terra,MODIS,57,6.2,296,5.3,D,0
27.9752,80.3982,306.6,1,1,2000-12-04,0542,Terra,MODIS,51,6.2,295.5,4.5,D,0
28.1447,76.9477,312.7,1.1,1.1,2000-12-04,0542,Terra,MODIS,55,6.2,299.6,6.9,D,0
27.4964,79.5371,306.5,1,1,2000-12-04,0542,Terra,MODIS,36,6.2,295.4,3.6,D,0
25.6378,82.3055,308,1.3,1.1,2000-12-04,0543,Terra,MODIS,56,6.2,297.4,6.6,D,0
25.1912,83.9755,311.7,1.7,1.3,2000-12-04,0543,Terra,MODIS,66,6.2,296.2,15.2,D,0
25.193,83.9695,308,1.7,1.3,2000-12-04,0543,Terra,MODIS,57,6.2,296.2,10.7,D,0
23.6752,86.0995,309,2.5,1.5,2000-12-04,0543,Terra,MODIS,52,6.2,298,18.2,D,2
23.6475,79.4139,315.8,1,1,2000-12-04,0543,Terra,MODIS,66,6.2,305,6.8,D,0
21.5325,76.4184,316.9,1,1,2000-12-04,0544,Terra,MODIS,53,6.2,305.6,6.2,D,0
21.9014,72.7548,320.8,1.6,1.3,2000-12-04,0544,Terra,MODIS,64,6.2,307.9,15,D,2
21.5333,74.229,317.4,1.3,1.1,2000-12-04,0544,Terra,MODIS,0,6.2,305,11.7,D,0
21.2017,76.6143,316.3,1,1,2000-12-04,0544,Terra,MODIS,46,6.2,301.7,8.6,D,0
21.5009,74.3314,325.1,1.3,1.1,2000-12-04,0544,Terra,MODIS,73,6.2,306.1,20.1,D,0
21.2816,72.8816,322.1,1.6,1.2,2000-12-04,0544,Terra,MODIS,67,6.2,299,28.7,D,0
20.7064,75.3351,316.1,1.1,1.1,2000-12-04,0544,Terra,MODIS,45,6.2,295.3,9.2,D,0
19.189,77.0918,327.6,1,1,2000-12-04,0545,Terra,MODIS,77,6.2,307.9,15.9,D,0
19.1876,77.1012,331,1,1,2000-12-04,0545,Terra,MODIS,81,6.2,307.5,20.5,D,0
19.2637,76.1244,318.5,1,1,2000-12-04,0545,Terra,MODIS,60,6.2,306.6,7.5,D,0
19.3524,73.2159,322.8,1.4,1.2,2000-12-04,0545,Terra,MODIS,70,6.2,306.6,19,D,0
18.2076,76.6202,317.1,1,1,2000-12-04,0545,Terra,MODIS,42,6.2,306.8,5.6,D,0
18.0482,76.2572,317.5,1,1,2000-12-04,0545,Terra,MODIS,38,6.2,305.1,5.4,D,0
18.0214,75.13,334.1,1.1,1,2000-12-04,0545,Terra,MODIS,83,6.2,304.3,29.1,D,0
18.02,75.1401,340.5,1.1,1,2000-12-04,0545,Terra,MODIS,89,6.2,304.6,39.9,D,0
16.9275,81.7027,312.5,1.7,1.3,2000-12-04,0545,Terra,MODIS,50,6.2,299.7,9.9,D,0
21.0517,70.9,302.4,2.7,1.6,2000-12-04,1817,Terra,MODIS,49,6.2,286.5,26.5,N,0
27.7682,93.9997,310.7,1,1,2000-12-05,0447,Terra,MODIS,70,6.2,288.4,11.3,D,0
26.6393,93.2262,309.3,1,1,2000-12-05,0447,Terra,MODIS,50,6.2,299.1,7.6,D,0
23.6776,86.0931,307.7,1.9,1.4,2000-12-05,0448,Terra,MODIS,52,6.2,297,10.2,D,2
30.9114,76.0782,305.7,2,1.4,2000-12-05,0624,Terra,MODIS,60,6.2,294.5,12.7,D,0
29.7911,76.744,309.6,2.3,1.5,2000-12-05,0625,Terra,MODIS,64,6.2,297.1,20.2,D,0
30.1919,74.2509,313.1,1.6,1.2,2000-12-05,0625,Terra,MODIS,65,6.2,298.6,13.4,D,0
30.1889,74.2668,310.1,1.6,1.2,2000-12-05,0625,Terra,MODIS,58,6.2,298.5,9,D,0
29.5531,77.2948,307.3,2.6,1.5,2000-12-05,0625,Terra,MODIS,57,6.2,293.6,21.5,D,0
29.547,77.2879,306.4,2.6,1.5,2000-12-05,0625,Terra,MODIS,51,6.2,293.7,20.4,D,0
23.7225,69.4883,321.7,1.1,1,2000-12-05,0627,Terra,MODIS,65,6.2,307.4,12.1,D,0
21.0538,70.8968,324.6,1.4,1.2,2000-12-05,0627,Terra,MODIS,68,6.2,308.4,20,D,0
21.0515,70.9101,320.2,1.4,1.2,2000-12-05,0627,Terra,MODIS,54,6.2,309.8,12.3,D,0
19.1673,77.1522,301.2,1,1,2000-12-05,1721,Terra,MODIS,38,6.2,283.7,6.9,N,0
31.0013,77.9654,314.6,1.6,1.2,2000-12-06,0529,Terra,MODIS,75,6.2,292.2,27.5,D,0
29.6632,77.5905,302.6,1.6,1.2,2000-12-06,0530,Terra,MODIS,39,6.2,292.4,7.1,D,0
28.9927,77.2533,307.9,1.7,1.3,2000-12-06,0530,Terra,MODIS,34,6.2,294.9,9.2,D,0
28.9943,77.2474,308.5,1.7,1.3,2000-12-06,0530,Terra,MODIS,53,6.2,295.2,10.9,D,0
27.8221,80.8278,307.1,1.1,1,2000-12-06,0530,Terra,MODIS,51,6.2,295.4,4.7,D,0
25.9107,81.3302,308.9,1,1,2000-12-06,0530,Terra,MODIS,48,6.2,297.3,4.5,D,0
24.2006,82.7192,312.6,1,1,2000-12-06,0531,Terra,MODIS,61,6.2,301.4,6.7,D,2
24.086,79.9059,315.3,1.1,1,2000-12-06,0531,Terra,MODIS,61,6.2,302.7,7.6,D,0
22.2605,87.2955,316.1,2,1.4,2000-12-06,0531,Terra,MODIS,71,6.2,301.2,22.4,D,0
22.2698,87.2908,314,2,1.4,2000-12-06,0531,Terra,MODIS,68,6.2,301.2,17.5,D,0
23.1705,79.205,311.1,1.1,1,2000-12-06,0531,Terra,MODIS,38,6.2,300.8,5.6,D,0
22.8519,78.9522,314.1,1.1,1.1,2000-12-06,0531,Terra,MODIS,55,6.2,304,6.6,D,0
22.8902,77.3468,314.2,1.4,1.2,2000-12-06,0531,Terra,MODIS,44,6.2,303.6,9.7,D,0
22.8476,77.1177,314.7,1.4,1.2,2000-12-06,0531,Terra,MODIS,45,6.2,302.8,9.9,D,0
21.6817,74.4259,325.9,2.1,1.4,2000-12-06,0532,Terra,MODIS,72,6.2,306.7,39.9,D,0
21.6796,74.4458,341.1,2.1,1.4,2000-12-06,0532,Terra,MODIS,89,6.2,306.8,103.4,D,0
21.2517,76.7878,319.5,1.4,1.2,2000-12-06,0532,Terra,MODIS,61,6.2,305.1,13.2,D,0
19.4284,74.928,316.3,1.8,1.3,2000-12-06,0532,Terra,MODIS,50,6.2,304.3,14.9,D,0
17.1551,82.3604,313,1.2,1.1,2000-12-06,0533,Terra,MODIS,58,6.2,302.3,6.3,D,0
16.7601,81.2217,315.8,1.1,1,2000-12-06,0533,Terra,MODIS,64,6.2,301,8.5,D,0
16.5201,73.8014,315.5,2,1.4,2000-12-06,0533,Terra,MODIS,52,6.2,304.9,19.8,D,0
13.5226,77.7426,321.5,1,1,2000-12-06,0534,Terra,MODIS,73,6.2,302.5,13.4,D,0
12.9509,78.3886,314.2,1,1,2000-12-06,0534,Terra,MODIS,61,6.2,301,6.5,D,0
13.0069,77.6754,313.7,1,1,2000-12-06,0534,Terra,MODIS,57,6.2,302.9,4.9,D,0
13.0056,77.6849,314.5,1,1,2000-12-06,0534,Terra,MODIS,59,6.2,301.9,5.5,D,0
12.5583,76.8208,309.8,1.1,1.1,2000-12-06,0534,Terra,MODIS,47,6.2,299.2,4.6,D,0
12.4339,77.0504,310.1,1.1,1,2000-12-06,0534,Terra,MODIS,54,6.2,299.5,5.4,D,0
10.7749,78.2717,316.8,1,1,2000-12-06,0535,Terra,MODIS,66,6.2,291.2,11.5,D,0
26.6965,90.862,307,1.6,1.2,2000-12-07,0435,Terra,MODIS,62,6.2,293.3,11.6,D,0
31.5024,75.6434,307.6,1.2,1.1,2000-12-07,0612,Terra,MODIS,64,6.2,293.5,7.8,D,0
30.8649,76.9023,309.9,1.4,1.2,2000-12-07,0612,Terra,MODIS,57,6.2,298.3,10.2,D,0
30.6822,74.6869,311.9,1.1,1.1,2000-12-07,0612,Terra,MODIS,53,6.2,298.4,6.7,D,0
30.3883,75.8249,309.8,1.3,1.1,2000-12-07,0612,Terra,MODIS,63,6.2,294.3,9.1,D,0
30.5434,74.5561,311,1.1,1.1,2000-12-07,0612,Terra,MODIS,64,6.2,299.4,5.6,D,0
29.8972,77.0241,307.2,1.5,1.2,2000-12-07,0612,Terra,MODIS,60,6.2,294.6,9.5,D,0
30.2416,74.4309,310.7,1.1,1,2000-12-07,0612,Terra,MODIS,59,6.2,298.5,6.4,D,0
30.223,74.3686,309.1,1.1,1,2000-12-07,0612,Terra,MODIS,53,6.2,296.4,5.1,D,0
25.5291,81.6187,309.1,3.9,1.8,2000-12-07,0613,Terra,MODIS,47,6.2,296.8,39.5,D,0
25.5393,81.6167,308.1,3.9,1.8,2000-12-07,0613,Terra,MODIS,46,6.2,296.9,33.8,D,0
23.6846,69.7751,322.6,1,1,2000-12-07,0614,Terra,MODIS,69,6.2,308.9,8.5,D,0
21.6269,74.5521,316.1,1.5,1.2,2000-12-07,0615,Terra,MODIS,21,6.2,306.1,8.1,D,0
19.5116,74.3955,328.1,1.6,1.2,2000-12-07,0615,Terra,MODIS,78,6.2,303.1,39.4,D,0
16.5586,75.1514,326,2.1,1.4,2000-12-07,0616,Terra,MODIS,79,6.2,302.7,50.2,D,0
17.0944,81.6285,302.6,1,1,2000-12-07,1708,Terra,MODIS,50,6.2,278.8,7.1,N,0
16.6519,75.0932,318.1,1.9,1.4,2000-12-07,1709,Terra,MODIS,96,6.2,286.5,48.3,N,0
21.6124,76.7152,301.3,1.2,1.1,2000-12-07,1710,Terra,MODIS,34,6.2,288.3,7.2,N,0
21.6086,76.6915,301.1,1.2,1.1,2000-12-07,1710,Terra,MODIS,18,6.2,288.5,7.2,N,0
29.9499,80.5168,301.1,1.7,1.3,2000-12-08,0517,Terra,MODIS,30,6.2,287.2,12.5,D,0
26.7178,93.2958,307.5,2.6,1.5,2000-12-08,0518,Terra,MODIS,0,6.2,297.5,23.1,D,0
26.729,90.8386,316.6,1.7,1.3,2000-12-08,0518,Terra,MODIS,77,6.2,294.7,28.1,D,0
26.7257,90.8558,309.4,1.7,1.3,2000-12-08,0518,Terra,MODIS,68,6.2,295,15.3,D,0
26.7291,90.8507,314.2,1.7,1.3,2000-12-08,0518,Terra,MODIS,64,6.2,294.9,21.5,D,0
27.7676,80.3687,310.1,1.6,1.2,2000-12-08,0518,Terra,MODIS,61,6.2,295.7,10.1,D,0
25.9584,92.0629,306,2.2,1.4,2000-12-08,0518,Terra,MODIS,63,6.2,291.3,20,D,0
26.7909,83.0802,306.5,1.1,1,2000-12-08,0518,Terra,MODIS,53,6.2,295,4.5,D,0
25.1053,83.8486,311.5,1,1,2000-12-08,0518,Terra,MODIS,64,6.2,297.5,6.6,D,0
24.2045,82.7106,312.5,1.1,1,2000-12-08,0519,Terra,MODIS,63,6.2,301.2,7.1,D,0
24.2031,82.7213,311.1,1.1,1,2000-12-08,0519,Terra,MODIS,59,6.2,300.7,6.4,D,2
23.6808,86.0981,310.9,1.1,1,2000-12-08,0519,Terra,MODIS,47,6.2,298.5,5.7,D,2
22.208,84.8763,310.2,1,1,2000-12-08,0519,Terra,MODIS,59,6.2,297.9,4.7,D,0
21.7139,76.785,315.8,2.3,1.5,2000-12-08,0520,Terra,MODIS,54,6.2,303.6,21.2,D,0
21.6519,76.7324,317.5,2.4,1.5,2000-12-08,0520,Terra,MODIS,56,6.2,304.9,24.6,D,0
18.7496,79.3526,314.3,1.4,1.2,2000-12-08,0520,Terra,MODIS,60,6.2,302.6,9.9,D,0
17.1575,82.3685,319,1,1,2000-12-08,0521,Terra,MODIS,71,6.2,301.7,10.4,D,0
17.187,81.38,324.1,1.1,1,2000-12-08,0521,Terra,MODIS,77,6.2,303.2,14.2,D,0
17.1857,81.3898,316.2,1.1,1,2000-12-08,0521,Terra,MODIS,64,6.2,303.6,5.9,D,0
16.3162,81.0282,323.2,1.1,1,2000-12-08,0521,Terra,MODIS,76,6.2,301.1,16.6,D,0
31.7366,75.697,304.3,1,1,2000-12-09,0600,Terra,MODIS,55,6.2,293.8,3.7,D,0
31.7438,74.55,305.7,1,1,2000-12-09,0600,Terra,MODIS,42,6.2,294.3,4.2,D,0
31.1981,75.7839,309.6,1,1,2000-12-09,0600,Terra,MODIS,66,6.2,295,6.5,D,0
30.7481,78.5177,303.6,1.2,1.1,2000-12-09,0600,Terra,MODIS,49,6.2,290.7,8.5,D,0
30.7458,78.5309,301.7,1.2,1.1,2000-12-09,0600,Terra,MODIS,32,6.2,291.4,7.5,D,0
31.1772,75.801,311.1,1,1,2000-12-09,0600,Terra,MODIS,68,6.2,293.4,7.6,D,0
30.6123,79.2358,302.9,1.3,1.1,2000-12-09,0600,Terra,MODIS,41,6.2,279.8,12.3,D,0
30.708,76.2749,314.7,1,1,2000-12-09,0600,Terra,MODIS,73,6.2,294.3,11.5,D,0
30.4113,76.6361,306.8,1,1,2000-12-09,0600,Terra,MODIS,59,6.2,295.6,4.8,D,0
30.3842,76.8067,306.4,1,1,2000-12-09,0600,Terra,MODIS,28,6.2,295.7,3.8,D,0
30.3751,76.8048,316.5,1,1,2000-12-09,0600,Terra,MODIS,75,6.2,296.5,12.4,D,0
30.1229,77.0578,305.8,1.1,1,2000-12-09,0600,Terra,MODIS,58,6.2,295.3,4.9,D,0
30.3508,74.1744,311.1,1,1,2000-12-09,0600,Terra,MODIS,64,6.2,297.4,5.9,D,0
30.3263,74.0835,337.7,1,1,2000-12-09,0600,Terra,MODIS,90,6.2,298.7,36.5,D,0
29.521,77.908,306.6,1.2,1.1,2000-12-09,0600,Terra,MODIS,57,6.2,295.3,6.1,D,0
29.4328,77.085,306.6,1.1,1,2000-12-09,0600,Terra,MODIS,46,6.2,294.7,5.4,D,0
29.431,77.096,306.2,1.1,1,2000-12-09,0600,Terra,MODIS,44,6.2,294.9,4.9,D,0
29.3228,77.5743,311.1,1.1,1.1,2000-12-09,0600,Terra,MODIS,64,6.2,296.8,7.9,D,0
29.3191,77.5676,307.9,1.1,1.1,2000-12-09,0600,Terra,MODIS,54,6.2,296.6,5.7,D,0
29.0754,76.6658,322.8,1.1,1,2000-12-09,0600,Terra,MODIS,78,6.2,300.5,16.7,D,0
29.0557,76.3764,309.7,1,1,2000-12-09,0601,Terra,MODIS,51,6.2,295.4,5.4,D,0
28.8291,77.6725,306.5,1.2,1.1,2000-12-09,0601,Terra,MODIS,34,6.2,296.4,4.9,D,0
28.8317,77.2447,310.4,1.1,1.1,2000-12-09,0601,Terra,MODIS,58,6.2,296.6,7.5,D,0
28.6816,77.8812,306.8,1.2,1.1,2000-12-09,0601,Terra,MODIS,38,6.2,296.6,5.5,D,0
28.3151,77.679,309.4,1.2,1.1,2000-12-09,0601,Terra,MODIS,47,6.2,298.2,5.5,D,0
28.1524,77.9122,317.4,1.2,1.1,2000-12-09,0601,Terra,MODIS,70,6.2,298.6,13.1,D,0
28.1516,77.9061,318.6,1.2,1.1,2000-12-09,0601,Terra,MODIS,72,6.2,298.8,14.5,D,0
28.1495,77.9184,312.1,1.2,1.1,2000-12-09,0601,Terra,MODIS,18,6.2,298.9,7.3,D,0
24.9971,71.6859,330.4,1.1,1.1,2000-12-09,0602,Terra,MODIS,78,6.2,304.8,22.8,D,0
24.0241,77.6149,316.5,1.4,1.2,2000-12-09,0602,Terra,MODIS,59,6.2,305.4,9.4,D,0
21.7615,78.7134,318.8,1.8,1.3,2000-12-09,0602,Terra,MODIS,66,6.2,302.9,23.1,D,0
21.6941,76.7955,327.4,1.3,1.1,2000-12-09,0602,Terra,MODIS,75,6.2,307.7,24.6,D,0
21.6123,74.4034,326.5,1,1,2000-12-09,0603,Terra,MODIS,73,6.2,306.8,15.8,D,0
21.5419,74.203,331,1,1,2000-12-09,0603,Terra,MODIS,75,6.2,305,23.3,D,0
21.3577,75.2689,321.3,1.1,1.1,2000-12-09,0603,Terra,MODIS,55,6.2,307.5,9.4,D,0
20.9294,75.1182,320.7,1.1,1.1,2000-12-09,0603,Terra,MODIS,36,6.2,310.5,5.6,D,0
21.1011,72.8385,317.2,1,1,2000-12-09,0603,Terra,MODIS,30,6.2,307.2,5.6,D,0
20.9862,73.2411,316.3,1,1,2000-12-09,0603,Terra,MODIS,39,6.2,303.6,6.1,D,0
18.9147,79.3922,312,2.3,1.5,2000-12-09,0603,Terra,MODIS,36,6.2,301.3,13.9,D,0
18.9171,79.3861,314.7,2.3,1.5,2000-12-09,0603,Terra,MODIS,52,6.2,301.4,20.4,D,0
19.5017,74.9573,315.1,1.1,1.1,2000-12-09,0603,Terra,MODIS,58,6.2,301.9,7.1,D,0
19.2083,73.2876,325.4,1,1,2000-12-09,0603,Terra,MODIS,77,6.2,299.9,17,D,0
18.4384,76.6771,327.9,1.5,1.2,2000-12-09,0603,Terra,MODIS,78,6.2,304.3,32.6,D,0
18.9188,73.2504,327.9,1,1,2000-12-09,0603,Terra,MODIS,79,6.2,308.5,17,D,0
17.7794,74.0495,317.2,1.1,1,2000-12-09,0604,Terra,MODIS,56,6.2,303.5,8.2,D,0
13.9531,75.6156,314.9,1.5,1.2,2000-12-09,0605,Terra,MODIS,59,6.2,301.9,11.8,D,0
13.2226,75.2704,309.2,1.4,1.2,2000-12-09,0605,Terra,MODIS,43,6.2,297.6,9.6,D,0
24.2035,82.713,302.3,1,1,2000-12-09,1658,Terra,MODIS,48,6.2,287.7,7.3,N,2
26.7184,93.3689,310,1.6,1.2,2000-12-10,0505,Terra,MODIS,0,6.2,298.8,15.8,D,0
26.6389,93.2252,308.3,1.6,1.2,2000-12-10,0505,Terra,MODIS,0,6.2,297.1,13.7,D,0
26.6339,93.0029,309.9,1.5,1.2,2000-12-10,0505,Terra,MODIS,0,6.2,299.2,13.1,D,0
24.2039,82.7135,311.2,1.6,1.2,2000-12-10,0506,Terra,MODIS,59,6.2,300.2,10.6,D,2
17.043,81.2761,318.2,1.6,1.2,2000-12-10,0508,Terra,MODIS,68,6.2,302.3,17.9,D,0
16.6268,74.9066,303.6,1.1,1,2000-12-10,1739,Terra,MODIS,56,6.2,286.2,8.7,N,0
21.9028,72.755,300.9,1,1,2000-12-10,1741,Terra,MODIS,35,6.2,289.5,5.5,N,2
26.6128,95.1205,332.5,2.2,1.4,2000-12-11,0410,Terra,MODIS,83,6.2,288.6,102,D,0
26.6137,95.1121,328.4,2.2,1.4,2000-12-11,0410,Terra,MODIS,81,6.2,288.6,85.5,D,0
26.6007,95.1121,370.3,2.2,1.4,2000-12-11,0410,Terra,MODIS,94,6.2,288.8,367.2,D,0
33.9122,77.7415,301.6,1,1,2000-12-11,0547,Terra,MODIS,45,6.2,279.1,6.4,D,0
32.081,75.7043,306.3,1.2,1.1,2000-12-11,0548,Terra,MODIS,63,6.2,293,6.9,D,0
31.4315,75.7686,351.1,1.2,1.1,2000-12-11,0548,Terra,MODIS,96,6.2,297.1,78.7,D,0
31.43,75.7808,328,1.2,1.1,2000-12-11,0548,Terra,MODIS,85,6.2,293.2,30.3,D,0
31.2976,75.6091,305.5,1.2,1.1,2000-12-11,0548,Terra,MODIS,59,6.2,293.1,6.4,D,0
30.7861,78.0434,302.6,1,1,2000-12-11,0548,Terra,MODIS,43,6.2,289.2,5.1,D,0
30.4413,77.0242,306.8,1,1,2000-12-11,0548,Terra,MODIS,64,6.2,294,5.3,D,0
30.3128,76.8904,308.4,1,1,2000-12-11,0548,Terra,MODIS,43,6.2,294.7,5.9,D,0
30.3051,76.878,307.4,1,1,2000-12-11,0548,Terra,MODIS,60,6.2,293.7,5.4,D,0
30.3037,76.8888,308.2,1,1,2000-12-11,0548,Terra,MODIS,64,6.2,293.7,5.9,D,0
30.3561,75.7247,304.5,1.1,1.1,2000-12-11,0548,Terra,MODIS,52,6.2,292.1,5.8,D,0
30.1307,77.0051,302.8,1,1,2000-12-11,0548,Terra,MODIS,50,6.2,292.6,4,D,0
30.1198,76.8877,303.2,1,1,2000-12-11,0548,Terra,MODIS,51,6.2,292.4,4.3,D,0
30.2397,74.2588,317.4,1.4,1.2,2000-12-11,0548,Terra,MODIS,74,6.2,298.2,16.7,D,0
30.2381,74.2727,318.2,1.3,1.2,2000-12-11,0548,Terra,MODIS,75,6.2,298.2,18.2,D,0
29.3609,77.1829,308.4,1,1,2000-12-11,0548,Terra,MODIS,60,6.2,295.3,5.6,D,0
28.9685,79.5056,310.7,1,1,2000-12-11,0548,Terra,MODIS,69,6.2,294.1,8.3,D,0
29.2758,77.3303,305.3,1,1,2000-12-11,0548,Terra,MODIS,45,6.2,294.5,3.7,D,0
29.2625,77.3595,309.8,1,1,2000-12-11,0548,Terra,MODIS,63,6.2,294.6,6.7,D,0
29.1872,77.4344,305.2,1,1,2000-12-11,0548,Terra,MODIS,42,6.2,294.4,3.8,D,0
28.8444,79.4094,304.5,1,1,2000-12-11,0548,Terra,MODIS,32,6.2,293.9,3.3,D,0
28.8316,79.3786,310.4,1,1,2000-12-11,0548,Terra,MODIS,67,6.2,294.3,7.7,D,0
